long,lat,long_count,short_count,long_pct,short_pct,short-long
-74.017,40.719,109,3,3.48366E-07,1.56913E-06,4.504263113
-74.017,40.72,57,0,1.82173E-07,0,0
-74.017,40.721,36,0,1.15057E-07,0,0
-74.017,40.722,40,0,1.27841E-07,0,0
-74.017,40.723,26,0,8.30966E-08,0,0
-74.017,40.724,26,0,8.30966E-08,0,0
-74.017,40.725,30,2,9.58806E-08,1.04609E-06,10.91032621
-74.017,40.726,14,3,4.47443E-08,1.56913E-06,35.06890567
-74.017,40.727,26,3,8.30966E-08,1.56913E-06,18.8832569
-74.017,40.728,16,0,5.11363E-08,0,0
-74.017,40.729,35,0,1.11861E-07,0,0
-74.017,40.73,47,0,1.50213E-07,0,0
-74.017,40.731,14,0,4.47443E-08,0,0
-74.017,40.732,21,0,6.71165E-08,0,0
-74.017,40.733,17,0,5.43324E-08,0,0
-74.017,40.734,16,2,5.11363E-08,1.04609E-06,20.45686164
-74.017,40.735,12,0,3.83523E-08,0,0
-74.017,40.736,11,2,3.51562E-08,1.04609E-06,29.75543511
-74.017,40.737,20,0,6.39204E-08,0,0
-74.017,40.738,11,0,3.51562E-08,0,0
-74.017,40.739,36,0,1.15057E-07,0,0
-74.017,40.74,65,1,2.07741E-07,5.23045E-07,2.517767586
-74.017,40.741,26,2,8.30966E-08,1.04609E-06,12.58883793
-74.017,40.742,31,0,9.90767E-08,0,0
-74.017,40.743,11,0,3.51562E-08,0,0
-74.017,40.744,14,0,4.47443E-08,0,0
-74.017,40.745,20,0,6.39204E-08,0,0
-74.017,40.746,45,0,1.43821E-07,0,0
-74.017,40.747,18,0,5.75284E-08,0,0
-74.017,40.748,27,0,8.62926E-08,0,0
-74.017,40.749,14,0,4.47443E-08,0,0
-74.017,40.75,24,0,7.67045E-08,0,0
-74.017,40.751,19,0,6.07244E-08,0,0
-74.017,40.752,33,0,1.05469E-07,0,0
-74.017,40.753,17,4,5.43324E-08,2.09218E-06,38.50703367
-74.017,40.754,43,0,1.37429E-07,0,0
-74.017,40.755,27,0,8.62926E-08,0,0
-74.017,40.756,17,0,5.43324E-08,0,0
-74.017,40.757,18,0,5.75284E-08,0,0
-74.017,40.758,56,0,1.78977E-07,0,0
-74.017,40.759,11,0,3.51562E-08,0,0
-74.017,40.76,20,0,6.39204E-08,0,0
-74.017,40.761,22,0,7.03125E-08,0,0
-74.017,40.762,7,0,2.23722E-08,0,0
-74.017,40.763,36,0,1.15057E-07,0,0
-74.017,40.764,13,0,4.15483E-08,0,0
-74.017,40.765,10,0,3.19602E-08,0,0
-74.017,40.766,32,0,1.02273E-07,0,0
-74.017,40.767,90,1,2.87642E-07,5.23045E-07,1.818387701
-74.017,40.768,111,37,3.54758E-07,1.93526E-05,54.55163104
-74.017,40.769,17,3,5.43324E-08,1.56913E-06,28.88027525
-74.017,40.77,5,2,1.59801E-08,1.04609E-06,65.46195724
-74.017,40.771,37,4,1.18253E-07,2.09218E-06,17.69242088
-74.017,40.772,41,3,1.31037E-07,1.56913E-06,11.97474828
-74.017,40.773,10,3,3.19602E-08,1.56913E-06,49.09646793
-74.017,40.774,23,10,7.35085E-08,5.23045E-06,71.15430135
-74.017,40.775,6,8,1.91761E-08,4.18436E-06,218.2065241
-74.017,40.776,22,1,7.03125E-08,5.23045E-07,7.438858778
-74.017,40.777,22,3,7.03125E-08,1.56913E-06,22.31657633
-74.017,40.778,63,8,2.01349E-07,4.18436E-06,20.78157373
-74.017,40.779,11,0,3.51562E-08,0,0
-74.017,40.78,133,0,4.25071E-07,0,0
-74.017,40.781,13,3,4.15483E-08,1.56913E-06,37.76651379
-74.017,40.782,43,18,1.37429E-07,9.4148E-06,68.50669944
-74.017,40.783,17,4,5.43324E-08,2.09218E-06,38.50703367
-74.017,40.784,9,8,2.87642E-08,4.18436E-06,145.4710161
-74.017,40.785,5,0,1.59801E-08,0,0
-74.017,40.786,13,4,4.15483E-08,2.09218E-06,50.35535173
-74.017,40.787,2,0,6.39204E-09,0,0
-74.017,40.788,26,0,8.30966E-08,0,0
-74.017,40.789,3,1,9.58806E-09,5.23045E-07,54.55163104
-74.017,40.79,2,1,6.39204E-09,5.23045E-07,81.82744655
-74.017,40.791,0,0,0,0,
-74.017,40.792,7,0,2.23722E-08,0,0
-74.017,40.793,5,2,1.59801E-08,1.04609E-06,65.46195724
-74.017,40.794,2,0,6.39204E-09,0,0
-74.017,40.795,7,0,2.23722E-08,0,0
-74.017,40.796,1,2,3.19602E-09,1.04609E-06,327.3097862
-74.017,40.797,0,0,0,0,
-74.017,40.798,14,0,4.47443E-08,0,0
-74.017,40.799,1,4,3.19602E-09,2.09218E-06,654.6195724
-74.017,40.8,15,0,4.79403E-08,0,0
-74.017,40.801,3,0,9.58806E-09,0,0
-74.017,40.802,6,0,1.91761E-08,0,0
-74.017,40.803,1,0,3.19602E-09,0,0
-74.017,40.804,1,2,3.19602E-09,1.04609E-06,327.3097862
-74.017,40.805,0,0,0,0,
-74.017,40.806,1,0,3.19602E-09,0,0
-74.017,40.807,1,0,3.19602E-09,0,0
-74.017,40.808,0,0,0,0,
-74.017,40.809,1,0,3.19602E-09,0,0
-74.017,40.81,1,0,3.19602E-09,0,0
-74.017,40.811,1,0,3.19602E-09,0,0
-74.017,40.812,0,0,0,0,
-74.017,40.813,1,0,3.19602E-09,0,0
-74.017,40.814,0,0,0,0,
-74.017,40.815,0,0,0,0,
-74.017,40.816,9,0,2.87642E-08,0,0
-74.017,40.817,3,0,9.58806E-09,0,0
-74.017,40.818,1,0,3.19602E-09,0,0
-74.017,40.819,1,0,3.19602E-09,0,0
-74.017,40.82,1,0,3.19602E-09,0,0
-74.017,40.821,0,0,0,0,
-74.017,40.822,0,0,0,0,
-74.017,40.823,1,0,3.19602E-09,0,0
-74.017,40.824,0,0,0,0,
-74.017,40.825,0,0,0,0,
-74.017,40.826,2,0,6.39204E-09,0,0
-74.017,40.827,2,0,6.39204E-09,0,0
-74.017,40.828,0,0,0,0,
-74.017,40.829,2,0,6.39204E-09,0,0
-74.017,40.83,1,0,3.19602E-09,0,0
-74.017,40.831,3,0,9.58806E-09,0,0
-74.017,40.832,1,0,3.19602E-09,0,0
-74.017,40.833,1,0,3.19602E-09,0,0
-74.017,40.834,1,0,3.19602E-09,0,0
-74.017,40.835,0,0,0,0,
-74.017,40.836,0,0,0,0,
-74.017,40.837,1,0,3.19602E-09,0,0
-74.017,40.838,1,0,3.19602E-09,0,0
-74.017,40.839,0,0,0,0,
-74.017,40.84,1,0,3.19602E-09,0,0
-74.017,40.841,20,0,6.39204E-08,0,0
-74.017,40.842,0,0,0,0,
-74.017,40.843,0,0,0,0,
-74.017,40.844,1,0,3.19602E-09,0,0
-74.017,40.845,1,0,3.19602E-09,0,0
-74.017,40.846,1,0,3.19602E-09,0,0
-74.017,40.847,3,1,9.58806E-09,5.23045E-07,54.55163104
-74.017,40.848,2,0,6.39204E-09,0,0
-74.017,40.849,0,0,0,0,
-74.017,40.85,0,0,0,0,
-74.017,40.851,3,10,9.58806E-09,5.23045E-06,545.5163104
-74.017,40.852,0,0,0,0,
-74.017,40.853,3,0,9.58806E-09,0,0
-74.017,40.854,0,0,0,0,
-74.017,40.855,1,0,3.19602E-09,0,0
-74.017,40.856,0,0,0,0,
-74.017,40.857,2,0,6.39204E-09,0,0
-74.017,40.858,1,0,3.19602E-09,0,0
-74.017,40.859,0,0,0,0,
-74.017,40.86,1,0,3.19602E-09,0,0
-74.017,40.861,1,1,3.19602E-09,5.23045E-07,163.6548931
-74.017,40.862,0,0,0,0,
-74.017,40.863,0,0,0,0,
-74.017,40.864,0,0,0,0,
-74.017,40.865,3,0,9.58806E-09,0,0
-74.017,40.866,0,0,0,0,
-74.017,40.867,0,0,0,0,
-74.017,40.868,0,0,0,0,
-74.017,40.869,0,0,0,0,
-74.017,40.87,0,0,0,0,
-74.017,40.871,1,0,3.19602E-09,0,0
-74.017,40.872,3,0,9.58806E-09,0,0
-74.017,40.873,1,2,3.19602E-09,1.04609E-06,327.3097862
-74.017,40.874,4,4,1.27841E-08,2.09218E-06,163.6548931
-74.017,40.875,3,0,9.58806E-09,0,0
-74.017,40.876,2,0,6.39204E-09,0,0
-74.017,40.877,0,0,0,0,
-74.017,40.878,0,0,0,0,
-74.017,40.879,2,2,6.39204E-09,1.04609E-06,163.6548931
-74.017,40.88,1,0,3.19602E-09,0,0
-74.017,40.881,0,0,0,0,
-74.017,40.882,2,0,6.39204E-09,0,0
-74.017,40.883,0,0,0,0,
-74.017,40.884,0,0,0,0,
-74.017,40.885,1,0,3.19602E-09,0,0
-74.017,40.886,4,2,1.27841E-08,1.04609E-06,81.82744655
-74.017,40.887,0,0,0,0,
-74.017,40.888,32,11,1.02273E-07,5.75349E-06,56.25636951
-74.017,40.889,0,0,0,0,
-74.017,40.89,0,0,0,0,
-74.017,40.891,0,0,0,0,
-74.017,40.892,1,0,3.19602E-09,0,0
-74.017,40.893,0,0,0,0,
-74.017,40.894,5,0,1.59801E-08,0,0
-74.017,40.895,5,0,1.59801E-08,0,0
-74.017,40.896,1,0,3.19602E-09,0,0
-74.017,40.897,0,0,0,0,
-74.017,40.898,0,0,0,0,
-74.017,40.899,1,0,3.19602E-09,0,0
-74.016,40.6,0,0,0,0,
-74.016,40.601,0,0,0,0,
-74.016,40.602,0,0,0,0,
-74.016,40.603,46,4,1.47017E-07,2.09218E-06,14.23086027
-74.016,40.604,41,0,1.31037E-07,0,0
-74.016,40.605,109,6,3.48366E-07,3.13827E-06,9.008526226
-74.016,40.606,86,0,2.74858E-07,0,0
-74.016,40.607,73,1,2.3331E-07,5.23045E-07,2.241847851
-74.016,40.608,28,0,8.94886E-08,0,0
-74.016,40.609,9,0,2.87642E-08,0,0
-74.016,40.61,0,0,0,0,
-74.016,40.611,0,0,0,0,
-74.016,40.612,0,0,0,0,
-74.016,40.613,2,0,6.39204E-09,0,0
-74.016,40.614,0,0,0,0,
-74.016,40.615,67,0,2.14133E-07,0,0
-74.016,40.616,108,0,3.4517E-07,0,0
-74.016,40.617,24,0,7.67045E-08,0,0
-74.016,40.618,26,0,8.30966E-08,0,0
-74.016,40.619,98,0,3.1321E-07,0,0
-74.016,40.62,16,0,5.11363E-08,0,0
-74.016,40.621,25,0,7.99005E-08,0,0
-74.016,40.622,103,2,3.2919E-07,1.04609E-06,3.177764915
-74.016,40.623,90,0,2.87642E-07,0,0
-74.016,40.624,49,4,1.56605E-07,2.09218E-06,13.35958311
-74.016,40.625,26,1,8.30966E-08,5.23045E-07,6.294418966
-74.016,40.626,61,3,1.94957E-07,1.56913E-06,8.0486013
-74.016,40.627,10,0,3.19602E-08,0,0
-74.016,40.628,34,3,1.08665E-07,1.56913E-06,14.44013763
-74.016,40.629,92,0,2.94034E-07,0,0
-74.016,40.63,38,4,1.21449E-07,2.09218E-06,17.22683085
-74.016,40.631,148,4,4.73011E-07,2.09218E-06,4.423105219
-74.016,40.632,74,2,2.36506E-07,1.04609E-06,4.423105219
-74.016,40.633,74,2,2.36506E-07,1.04609E-06,4.423105219
-74.016,40.634,98,1,3.1321E-07,5.23045E-07,1.669947889
-74.016,40.635,151,4,4.82599E-07,2.09218E-06,4.335228957
-74.016,40.636,100,2,3.19602E-07,1.04609E-06,3.273097862
-74.016,40.637,42,2,1.34233E-07,1.04609E-06,7.793090148
-74.016,40.638,66,0,2.10937E-07,0,0
-74.016,40.639,255,4,8.14985E-07,2.09218E-06,2.567135578
-74.016,40.64,228,3,7.28693E-07,1.56913E-06,2.153353857
-74.016,40.641,255,0,8.14985E-07,0,0
-74.016,40.642,99,0,3.16406E-07,0,0
-74.016,40.643,579,4,1.8505E-06,2.09218E-06,1.130603752
-74.016,40.644,269,2,8.5973E-07,1.04609E-06,1.216765005
-74.016,40.645,78,0,2.4929E-07,0,0
-74.016,40.646,206,3,6.5838E-07,1.56913E-06,2.383323686
-74.016,40.647,148,0,4.73011E-07,0,0
-74.016,40.648,130,0,4.15483E-07,0,0
-74.016,40.649,40,1,1.27841E-07,5.23045E-07,4.091372328
-74.016,40.65,77,1,2.46094E-07,5.23045E-07,2.125388222
-74.016,40.651,6,0,1.91761E-08,0,0
-74.016,40.652,1,0,3.19602E-09,0,0
-74.016,40.653,10,0,3.19602E-08,0,0
-74.016,40.654,4,0,1.27841E-08,0,0
-74.016,40.655,10,0,3.19602E-08,0,0
-74.016,40.656,6,0,1.91761E-08,0,0
-74.016,40.657,0,0,0,0,
-74.016,40.658,0,0,0,0,
-74.016,40.659,0,0,0,0,
-74.016,40.66,0,0,0,0,
-74.016,40.661,0,0,0,0,
-74.016,40.662,0,0,0,0,
-74.016,40.663,0,0,0,0,
-74.016,40.664,0,0,0,0,
-74.016,40.665,5,0,1.59801E-08,0,0
-74.016,40.666,0,0,0,0,
-74.016,40.667,0,0,0,0,
-74.016,40.668,1,0,3.19602E-09,0,0
-74.016,40.669,1,0,3.19602E-09,0,0
-74.016,40.67,0,0,0,0,
-74.016,40.671,0,0,0,0,
-74.016,40.672,2,0,6.39204E-09,0,0
-74.016,40.673,13,0,4.15483E-08,0,0
-74.016,40.674,558,1,1.78338E-06,5.23045E-07,0.293288339
-74.016,40.675,2507,6,8.01243E-06,3.13827E-06,0.391675053
-74.016,40.676,389,2,1.24325E-06,1.04609E-06,0.841413332
-74.016,40.677,486,0,1.55327E-06,0,0
-74.016,40.678,133,0,4.25071E-07,0,0
-74.016,40.679,83,0,2.6527E-07,0,0
-74.016,40.68,9,0,2.87642E-08,0,0
-74.016,40.681,1,1,3.19602E-09,5.23045E-07,163.6548931
-74.016,40.682,2,0,6.39204E-09,0,0
-74.016,40.683,2,0,6.39204E-09,0,0
-74.016,40.684,0,0,0,0,
-74.016,40.685,1,0,3.19602E-09,0,0
-74.016,40.686,2,0,6.39204E-09,0,0
-74.016,40.687,0,0,0,0,
-74.016,40.688,1,0,3.19602E-09,0,0
-74.016,40.689,2,0,6.39204E-09,0,0
-74.016,40.69,2,0,6.39204E-09,0,0
-74.016,40.691,6,0,1.91761E-08,0,0
-74.016,40.692,5,0,1.59801E-08,0,0
-74.016,40.693,5,0,1.59801E-08,0,0
-74.016,40.694,10,0,3.19602E-08,0,0
-74.016,40.695,10,0,3.19602E-08,0,0
-74.016,40.696,16,0,5.11363E-08,0,0
-74.016,40.697,9,0,2.87642E-08,0,0
-74.016,40.698,11,0,3.51562E-08,0,0
-74.016,40.699,9,0,2.87642E-08,0,0
-74.016,40.7,25,1,7.99005E-08,5.23045E-07,6.546195724
-74.016,40.701,46,0,1.47017E-07,0,0
-74.016,40.702,67,1,2.14133E-07,5.23045E-07,2.442610345
-74.016,40.703,194,2,6.20028E-07,1.04609E-06,1.687163846
-74.016,40.704,1124,12,3.59233E-06,6.27653E-06,1.747205264
-74.016,40.705,77043,458,0.000246231,0.000239554,0.972884507
-74.016,40.706,36529,167,0.000116747,8.73484E-05,0.748182736
-74.016,40.707,27303,215,8.7261E-05,0.000112455,1.2887156
-74.016,40.708,29352,170,9.38096E-05,8.89176E-05,0.947851316
-74.016,40.709,28221,190,9.01949E-05,9.93785E-05,1.101818847
-74.016,40.71,92191,544,0.000294644,0.000284536,0.965693634
-74.016,40.711,256026,1098,0.000818265,0.000574303,0.701854783
-74.016,40.712,34360,164,0.000109815,8.57793E-05,0.781123471
-74.016,40.713,1199,8,3.83203E-06,4.18436E-06,1.091942573
-74.016,40.714,21249,85,6.79123E-05,4.44588E-05,0.65465038
-74.016,40.715,254228,1487,0.000812518,0.000777767,0.95723062
-74.016,40.716,64483,290,0.000206089,0.000151683,0.736006684
-74.016,40.717,21718,89,6.94112E-05,4.6551E-05,0.670655009
-74.016,40.718,11912,35,3.8071E-05,1.83066E-05,0.480853027
-74.016,40.719,115,2,3.67542E-07,1.04609E-06,2.846172054
-74.016,40.72,58,0,1.85369E-07,0,0
-74.016,40.721,61,0,1.94957E-07,0,0
-74.016,40.722,53,0,1.69389E-07,0,0
-74.016,40.723,26,0,8.30966E-08,0,0
-74.016,40.724,19,0,6.07244E-08,0,0
-74.016,40.725,49,2,1.56605E-07,1.04609E-06,6.679791555
-74.016,40.726,35,0,1.11861E-07,0,0
-74.016,40.727,14,0,4.47443E-08,0,0
-74.016,40.728,30,1,9.58806E-08,5.23045E-07,5.455163104
-74.016,40.729,25,0,7.99005E-08,0,0
-74.016,40.73,27,0,8.62926E-08,0,0
-74.016,40.731,12,0,3.83523E-08,0,0
-74.016,40.732,13,0,4.15483E-08,0,0
-74.016,40.733,38,0,1.21449E-07,0,0
-74.016,40.734,25,0,7.99005E-08,0,0
-74.016,40.735,17,0,5.43324E-08,0,0
-74.016,40.736,14,0,4.47443E-08,0,0
-74.016,40.737,19,0,6.07244E-08,0,0
-74.016,40.738,24,0,7.67045E-08,0,0
-74.016,40.739,11,0,3.51562E-08,0,0
-74.016,40.74,29,1,9.26846E-08,5.23045E-07,5.643272176
-74.016,40.741,21,0,6.71165E-08,0,0
-74.016,40.742,18,0,5.75284E-08,0,0
-74.016,40.743,20,0,6.39204E-08,0,0
-74.016,40.744,18,0,5.75284E-08,0,0
-74.016,40.745,19,0,6.07244E-08,0,0
-74.016,40.746,18,0,5.75284E-08,0,0
-74.016,40.747,29,2,9.26846E-08,1.04609E-06,11.28654435
-74.016,40.748,17,0,5.43324E-08,0,0
-74.016,40.749,15,0,4.79403E-08,0,0
-74.016,40.75,18,0,5.75284E-08,0,0
-74.016,40.751,19,2,6.07244E-08,1.04609E-06,17.22683085
-74.016,40.752,19,0,6.07244E-08,0,0
-74.016,40.753,25,0,7.99005E-08,0,0
-74.016,40.754,11,0,3.51562E-08,0,0
-74.016,40.755,23,0,7.35085E-08,0,0
-74.016,40.756,14,0,4.47443E-08,0,0
-74.016,40.757,6,0,1.91761E-08,0,0
-74.016,40.758,15,0,4.79403E-08,0,0
-74.016,40.759,27,0,8.62926E-08,0,0
-74.016,40.76,22,0,7.03125E-08,0,0
-74.016,40.761,16,0,5.11363E-08,0,0
-74.016,40.762,13,0,4.15483E-08,0,0
-74.016,40.763,20,2,6.39204E-08,1.04609E-06,16.36548931
-74.016,40.764,21,0,6.71165E-08,0,0
-74.016,40.765,17,0,5.43324E-08,0,0
-74.016,40.766,15,0,4.79403E-08,0,0
-74.016,40.767,8,1,2.55682E-08,5.23045E-07,20.45686164
-74.016,40.768,61,15,1.94957E-07,7.84567E-06,40.2430065
-74.016,40.769,100,40,3.19602E-07,2.09218E-05,65.46195724
-74.016,40.77,27,3,8.62926E-08,1.56913E-06,18.18387701
-74.016,40.771,15,0,4.79403E-08,0,0
-74.016,40.772,37,6,1.18253E-07,3.13827E-06,26.53863131
-74.016,40.773,76,33,2.42898E-07,1.72605E-05,71.06067727
-74.016,40.774,8,2,2.55682E-08,1.04609E-06,40.91372328
-74.016,40.775,10,10,3.19602E-08,5.23045E-06,163.6548931
-74.016,40.776,30,13,9.58806E-08,6.79958E-06,70.91712035
-74.016,40.777,27,9,8.62926E-08,4.7074E-06,54.55163104
-74.016,40.778,22,8,7.03125E-08,4.18436E-06,59.51087022
-74.016,40.779,21,7,6.71165E-08,3.66131E-06,54.55163104
-74.016,40.78,9,0,2.87642E-08,0,0
-74.016,40.781,6,1,1.91761E-08,5.23045E-07,27.27581552
-74.016,40.782,5,4,1.59801E-08,2.09218E-06,130.9239145
-74.016,40.783,15,10,4.79403E-08,5.23045E-06,109.1032621
-74.016,40.784,56,14,1.78977E-07,7.32262E-06,40.91372328
-74.016,40.785,5,2,1.59801E-08,1.04609E-06,65.46195724
-74.016,40.786,17,2,5.43324E-08,1.04609E-06,19.25351684
-74.016,40.787,2,0,6.39204E-09,0,0
-74.016,40.788,8,4,2.55682E-08,2.09218E-06,81.82744655
-74.016,40.789,10,0,3.19602E-08,0,0
-74.016,40.79,6,2,1.91761E-08,1.04609E-06,54.55163104
-74.016,40.791,2,0,6.39204E-09,0,0
-74.016,40.792,14,2,4.47443E-08,1.04609E-06,23.37927044
-74.016,40.793,2,0,6.39204E-09,0,0
-74.016,40.794,3,0,9.58806E-09,0,0
-74.016,40.795,2,0,6.39204E-09,0,0
-74.016,40.796,1,0,3.19602E-09,0,0
-74.016,40.797,5,0,1.59801E-08,0,0
-74.016,40.798,1,2,3.19602E-09,1.04609E-06,327.3097862
-74.016,40.799,0,0,0,0,
-74.016,40.8,1,0,3.19602E-09,0,0
-74.016,40.801,3,0,9.58806E-09,0,0
-74.016,40.802,2,0,6.39204E-09,0,0
-74.016,40.803,5,0,1.59801E-08,0,0
-74.016,40.804,4,0,1.27841E-08,0,0
-74.016,40.805,3,3,9.58806E-09,1.56913E-06,163.6548931
-74.016,40.806,2,0,6.39204E-09,0,0
-74.016,40.807,7,0,2.23722E-08,0,0
-74.016,40.808,6,0,1.91761E-08,0,0
-74.016,40.809,3,0,9.58806E-09,0,0
-74.016,40.81,2,0,6.39204E-09,0,0
-74.016,40.811,2,0,6.39204E-09,0,0
-74.016,40.812,1,0,3.19602E-09,0,0
-74.016,40.813,0,0,0,0,
-74.016,40.814,0,2,0,1.04609E-06,
-74.016,40.815,0,0,0,0,
-74.016,40.816,2,0,6.39204E-09,0,0
-74.016,40.817,0,4,0,2.09218E-06,
-74.016,40.818,0,0,0,0,
-74.016,40.819,1,0,3.19602E-09,0,0
-74.016,40.82,2,0,6.39204E-09,0,0
-74.016,40.821,0,0,0,0,
-74.016,40.822,1,0,3.19602E-09,0,0
-74.016,40.823,2,0,6.39204E-09,0,0
-74.016,40.824,0,0,0,0,
-74.016,40.825,0,0,0,0,
-74.016,40.826,2,0,6.39204E-09,0,0
-74.016,40.827,1,0,3.19602E-09,0,0
-74.016,40.828,2,0,6.39204E-09,0,0
-74.016,40.829,1,0,3.19602E-09,0,0
-74.016,40.83,2,0,6.39204E-09,0,0
-74.016,40.831,0,0,0,0,
-74.016,40.832,0,0,0,0,
-74.016,40.833,0,0,0,0,
-74.016,40.834,3,0,9.58806E-09,0,0
-74.016,40.835,4,0,1.27841E-08,0,0
-74.016,40.836,0,0,0,0,
-74.016,40.837,0,0,0,0,
-74.016,40.838,0,0,0,0,
-74.016,40.839,0,0,0,0,
-74.016,40.84,0,0,0,0,
-74.016,40.841,0,0,0,0,
-74.016,40.842,0,0,0,0,
-74.016,40.843,1,0,3.19602E-09,0,0
-74.016,40.844,0,0,0,0,
-74.016,40.845,1,0,3.19602E-09,0,0
-74.016,40.846,0,0,0,0,
-74.016,40.847,0,0,0,0,
-74.016,40.848,0,0,0,0,
-74.016,40.849,1,0,3.19602E-09,0,0
-74.016,40.85,0,0,0,0,
-74.016,40.851,2,0,6.39204E-09,0,0
-74.016,40.852,0,0,0,0,
-74.016,40.853,2,0,6.39204E-09,0,0
-74.016,40.854,1,0,3.19602E-09,0,0
-74.016,40.855,0,0,0,0,
-74.016,40.856,2,0,6.39204E-09,0,0
-74.016,40.857,0,0,0,0,
-74.016,40.858,0,0,0,0,
-74.016,40.859,4,2,1.27841E-08,1.04609E-06,81.82744655
-74.016,40.86,0,0,0,0,
-74.016,40.861,0,0,0,0,
-74.016,40.862,0,0,0,0,
-74.016,40.863,0,0,0,0,
-74.016,40.864,1,0,3.19602E-09,0,0
-74.016,40.865,2,0,6.39204E-09,0,0
-74.016,40.866,1,1,3.19602E-09,5.23045E-07,163.6548931
-74.016,40.867,4,0,1.27841E-08,0,0
-74.016,40.868,1,0,3.19602E-09,0,0
-74.016,40.869,0,0,0,0,
-74.016,40.87,0,0,0,0,
-74.016,40.871,0,0,0,0,
-74.016,40.872,4,3,1.27841E-08,1.56913E-06,122.7411698
-74.016,40.873,1,0,3.19602E-09,0,0
-74.016,40.874,0,0,0,0,
-74.016,40.875,0,0,0,0,
-74.016,40.876,0,0,0,0,
-74.016,40.877,0,0,0,0,
-74.016,40.878,2,0,6.39204E-09,0,0
-74.016,40.879,5,15,1.59801E-08,7.84567E-06,490.9646793
-74.016,40.88,0,0,0,0,
-74.016,40.881,1,0,3.19602E-09,0,0
-74.016,40.882,2,0,6.39204E-09,0,0
-74.016,40.883,0,2,0,1.04609E-06,
-74.016,40.884,1,2,3.19602E-09,1.04609E-06,327.3097862
-74.016,40.885,1,0,3.19602E-09,0,0
-74.016,40.886,0,0,0,0,
-74.016,40.887,2,0,6.39204E-09,0,0
-74.016,40.888,0,0,0,0,
-74.016,40.889,0,0,0,0,
-74.016,40.89,1,0,3.19602E-09,0,0
-74.016,40.891,0,0,0,0,
-74.016,40.892,1,0,3.19602E-09,0,0
-74.016,40.893,0,0,0,0,
-74.016,40.894,0,0,0,0,
-74.016,40.895,6,0,1.91761E-08,0,0
-74.016,40.896,1,0,3.19602E-09,0,0
-74.016,40.897,3,0,9.58806E-09,0,0
-74.016,40.898,1,0,3.19602E-09,0,0
-74.016,40.899,1,0,3.19602E-09,0,0
-74.015,40.6,0,0,0,0,
-74.015,40.601,0,0,0,0,
-74.015,40.602,2,0,6.39204E-09,0,0
-74.015,40.603,76,0,2.42898E-07,0,0
-74.015,40.604,37,0,1.18253E-07,0,0
-74.015,40.605,85,0,2.71662E-07,0,0
-74.015,40.606,41,0,1.31037E-07,0,0
-74.015,40.607,82,0,2.62074E-07,0,0
-74.015,40.608,30,0,9.58806E-08,0,0
-74.015,40.609,58,1,1.85369E-07,5.23045E-07,2.821636088
-74.015,40.61,27,0,8.62926E-08,0,0
-74.015,40.611,0,0,0,0,
-74.015,40.612,0,0,0,0,
-74.015,40.613,0,0,0,0,
-74.015,40.614,6,0,1.91761E-08,0,0
-74.015,40.615,61,0,1.94957E-07,0,0
-74.015,40.616,60,0,1.91761E-07,0,0
-74.015,40.617,39,0,1.24645E-07,0,0
-74.015,40.618,19,0,6.07244E-08,0,0
-74.015,40.619,102,1,3.25994E-07,5.23045E-07,1.604459736
-74.015,40.62,101,0,3.22798E-07,0,0
-74.015,40.621,50,1,1.59801E-07,5.23045E-07,3.273097862
-74.015,40.622,53,0,1.69389E-07,0,0
-74.015,40.623,84,0,2.68466E-07,0,0
-74.015,40.624,38,2,1.21449E-07,1.04609E-06,8.613415427
-74.015,40.625,49,0,1.56605E-07,0,0
-74.015,40.626,8,0,2.55682E-08,0,0
-74.015,40.627,150,3,4.79403E-07,1.56913E-06,3.273097862
-74.015,40.628,88,2,2.8125E-07,1.04609E-06,3.719429389
-74.015,40.629,55,0,1.75781E-07,0,0
-74.015,40.63,270,20,8.62926E-07,1.04609E-05,12.12258467
-74.015,40.631,74,4,2.36506E-07,2.09218E-06,8.846210438
-74.015,40.632,24,0,7.67045E-08,0,0
-74.015,40.633,52,13,1.66193E-07,6.79958E-06,40.91372328
-74.015,40.634,225,11,7.19105E-07,5.75349E-06,8.000905885
-74.015,40.635,42,0,1.34233E-07,0,0
-74.015,40.636,2,0,6.39204E-09,0,0
-74.015,40.637,139,1,4.44247E-07,5.23045E-07,1.177373332
-74.015,40.638,147,0,4.69815E-07,0,0
-74.015,40.639,90,0,2.87642E-07,0,0
-74.015,40.64,239,1,7.63849E-07,5.23045E-07,0.684748507
-74.015,40.641,240,1,7.67045E-07,5.23045E-07,0.681895388
-74.015,40.642,93,0,2.9723E-07,0,0
-74.015,40.643,194,0,6.20028E-07,0,0
-74.015,40.644,1091,14,3.48686E-06,7.32262E-06,2.10006279
-74.015,40.645,336,0,1.07386E-06,0,0
-74.015,40.646,172,0,5.49716E-07,0,0
-74.015,40.647,155,2,4.95383E-07,1.04609E-06,2.11167604
-74.015,40.648,149,0,4.76207E-07,0,0
-74.015,40.649,572,1,1.82812E-06,5.23045E-07,0.286109953
-74.015,40.65,46,3,1.47017E-07,1.56913E-06,10.6731452
-74.015,40.651,99,2,3.16406E-07,1.04609E-06,3.306159457
-74.015,40.652,1,0,3.19602E-09,0,0
-74.015,40.653,6,0,1.91761E-08,0,0
